,epoch,reward
0,1,2.420013427734375
1,2,2.8507232666015625
2,3,2.8615798950195312
3,4,3.42132568359375
4,5,1.2337570190429688
5,6,2.6809921264648438
6,7,3.11328125
7,8,3.2781982421875
8,9,2.5760345458984375
9,10,2.964111328125
10,11,2.8431396484375
11,12,2.78399658203125
12,13,2.817667007446289
13,14,2.644622802734375
14,15,2.7000579833984375
15,16,3.756683349609375
16,17,3.08734130859375
17,18,3.75238037109375
18,19,2.76666259765625
19,20,3.6912841796875
20,21,3.537384033203125
21,22,3.34625244140625
22,23,2.7679443359375
23,24,3.37249755859375
24,25,3.46258544921875
25,26,3.49053955078125
26,27,3.2630615234375
27,28,2.42230224609375
28,29,2.562408447265625
29,30,3.31640625
30,31,3.542816162109375
31,32,3.40380859375
32,33,2.898548126220703
33,34,3.17120361328125
34,35,3.529937744140625
35,36,3.9920654296875
36,37,3.4121551513671875
37,38,3.404693603515625
38,39,3.47625732421875
39,40,2.97808837890625
40,41,2.5430908203125
41,42,3.614288330078125
42,43,3.55780029296875
43,44,2.7993011474609375
44,45,3.177581787109375
45,46,3.386322021484375
46,47,3.79931640625
47,48,3.6588592529296875
48,49,2.8767852783203125
49,50,3.654327392578125
50,51,2.862548828125
51,52,3.55908203125
52,53,3.91351318359375
53,54,3.26141357421875
54,55,3.439727783203125
55,56,3.3560791015625
56,57,2.89495849609375
57,58,3.8848876953125
58,59,3.521953582763672
59,60,2.9234619140625
60,61,2.429443359375
61,62,2.7904510498046875
62,63,3.315673828125
63,64,3.3608856201171875
64,65,2.7679443359375
65,66,3.4556884765625
66,67,3.8192138671875
67,68,3.31329345703125
68,69,3.723876953125
69,70,3.5264892578125
70,71,3.7582778930664062
71,72,2.4117431640625
72,73,3.3749542236328125
73,74,3.0524444580078125
74,75,3.353851318359375
75,76,3.16180419921875
76,77,3.8961029052734375
77,78,3.493011474609375
78,79,3.0436859130859375
79,80,3.25439453125
80,81,3.69171142578125
81,82,3.7872314453125
82,83,3.25555419921875
83,84,2.8930349349975586
84,85,2.6425647735595703
85,86,3.601593017578125
86,87,3.54638671875
87,88,2.802032470703125
88,89,3.29913330078125
89,90,3.856201171875
90,91,3.5442733764648438
91,92,3.91705322265625
92,93,3.7086181640625
93,94,3.56170654296875
94,95,3.496826171875
95,96,3.54443359375
96,97,3.7340087890625
97,98,3.8358001708984375
98,99,3.89385986328125
99,100,3.61737060546875
100,101,3.85723876953125
101,102,4.01837158203125
102,103,2.950439453125
103,104,4.0457763671875
104,105,4.0174560546875
105,106,2.8048095703125
106,107,3.625823974609375
107,108,3.3114013671875
108,109,3.47406005859375
109,110,3.3603515625
110,111,3.4556884765625
111,112,3.951904296875
112,113,3.130970001220703
113,114,3.3514251708984375
114,115,3.0672149658203125
115,116,3.6326904296875
116,117,3.404296875
117,118,4.250244140625
118,119,3.4649658203125
119,120,3.21905517578125
120,121,3.89581298828125
121,122,3.8080291748046875
122,123,3.9251708984375
123,124,3.3541107177734375
124,125,3.44097900390625
125,126,3.4560089111328125
126,127,3.218841552734375
127,128,3.352142333984375
128,129,3.49041748046875
129,130,2.8299560546875
130,131,2.955902099609375
131,132,3.4209442138671875
132,133,4.1083984375
133,134,3.814910888671875
134,135,3.7464599609375
135,136,3.266082763671875
136,137,3.40380859375
137,138,3.9111328125
138,139,3.16033935546875
139,140,3.083709716796875
140,141,2.5714645385742188
141,142,3.18646240234375
142,143,3.46405029296875
143,144,3.390106201171875
144,145,3.8233642578125
145,146,3.4288330078125
146,147,3.97119140625
147,148,3.80145263671875
148,149,3.971435546875
149,150,4.2198486328125
150,151,2.510711669921875
151,152,3.77203369140625
152,153,2.88092041015625
153,154,3.88226318359375
154,155,3.8084716796875
155,156,3.667694091796875
156,157,3.46038818359375
157,158,3.219257354736328
158,159,4.0770263671875
159,160,2.867431640625
160,161,3.51263427734375
161,162,3.641357421875
162,163,4.1739501953125
163,164,3.55377197265625
164,165,3.858154296875
165,166,3.6607513427734375
166,167,3.49102783203125
167,168,3.19482421875
168,169,3.36517333984375
169,170,3.6397705078125
170,171,3.47613525390625
171,172,3.72296142578125
172,173,3.97894287109375
173,174,4.25604248046875
