model_id,mean_toxicity,std_toxicity
PanoEvJ/gpt2-detoxified-RLAIF,0.17575506963526752,0.2991643378834277
PanoEvJ/gpt2-severe-detox-RLAIF,0.1844875021265421,0.31484281525203833
gpt2,0.2181729389392523,0.3441778841026671
